"codreg";"subcreg";"coddist";"codserv";"tiposerv";"nomserv";"dire";"dccion";"telef";"email";"area";"unrocons";"unroficha";"activo";"unrolabo";"codigoesta";"observ";"desdemes";"desdeano";"latitud";"longitud";"receta"
"11";".";"016";"354";"USF";"USF- TACUATY RUGUA";"PATRICIA CARINA MAZACOTTE F.";"";NULL;"";"1";"2257";"0";"1";"0";"11016354";"EXPTE. N° 107/2012";"9";"2012";"-25.5802778";"-57.4391111";"2"
"01";".";"004";"152";"USFE";"USF. HUGUA GUAZÚ - ESTÁNDAR ";"";"";"N/T";"";"1";"14451";"0";"1";"0";"01004152";"          SIMESE 54586/2015      ";"6";"2015";"-22.7213889";"-57.0341667";"2"
"14";".";"010";"352";"USF";"USF- PRIMERO DE MARZO";"";"";"0973 656502 LIC AMELIA GALEANO";"";"1";"12349";"0";"1";"0";"14010352";"SIMESE 54586/2015- RECONVERSION";"6";"2015";"-24.6453611";"-54.4229722";"2"
"18";".";"030";"308";"USFE";"USF- ZEBALLOS CUE II - ESTANDAR";"";"";"N/T";"";"1";"12558";"0";"1";"0";"18030308";"                ";"9";"2010";"-25.2301111";"-57.5570278";"2"
"10";".";"011";"380";"USF";"USF- KM 20 ACARAY";"";"";"N/T";"";"1";"31117";"85";"1";"0";"10011380";"EXPTE. N° 363/2011";"10";"2011";"-25.4812778";"-54.7993333";"2"
"04";".";"003";"320";"USF";"USF- MAURICIO J. TROCHE - ESTANDAR";"";"";"N/T";"";"1";"37944";"0";"1";"0";"04003320";"                ";"3";"2011";"-25.6186944";"-56.2711111";"2"
"14";".";"007";"322";"USF";"USF- ALBORADA";"";"";"N/T";"";"1";"14856";"0";"1";"0";"14007322";"SIMESE 54586/2015- RECONVERSION";"6";"2015";"-24.0226111";"-54.7543611";"2"
"01";".";"001";"357";"USFE";"USF. NIÑO SALVADOR- SATELITE";"";"";"";"";"1";"7689";"0";"1";"0";"01001357";"          SIMESE Nº 92465/2015      ";"8";"2015";NULL;NULL;"2"
"07";".";"003";"389";"PS";"P.S. BARRIO LA AMISTAD";"";"";"N/T";"";"1";"19499";"0";"1";"0";"07003389";"          Expte. N° 408/2011      ";"11";"2011";"-27.3374700";"-55.8216500";"2"
"09";".";"015";"227";"USF";"USF- ZAYAS";"";"";"N/T";"";"1";"21539";"0";"1";"0";"09015227";"Expte. N° 77/2012";"9";"2010";"-25.5301111";"-57.3090556";"2"
"09";".";"012";"305";"USF";"USF- SIMBRON";"";"";"N/T";"";"1";"18192";"0";"1";"0";"09012305";"Expte. N° 77/2012";"2";"2012";"-25.9721944";"-57.2390833";"2"
"02";"NOR";"018";"548";"PS";"PS CURUPAYTY - SP NORTE";"REMIGIA PAIVA";".";"0982713975";".";"1";"2454";"0";"1";"0";"02018548";"                ";"1";"2000";"-23.8673056";"-56.3161000";"2"
"02";"NOR";"001";"530";"PS";"PS YATEBO";"MARIA ELENA BARRETO - MIRTHA DUARTE";".";"0981 389396 - 0984 244805";".";"1";"10420";"0";"1";"0";"02001530";"                ";"1";"2000";"-24.0268230";"-57.0093570";"2"
"02";"NOR";"001";"341";"PS";"PS YBAROTY";"MILCIADES VAZQUEZ ";"";"0976 484234";"";"1";"3217";"0";"1";"0";"02001341";"                ";"1";"2000";"-24.0797380";"-57.0772230";"2"
"05";".";"009";"363";"USF";"USF-PEYUPA";"DR. ARANALDO A. ULDERA RAMOA";".";"0994-197/523 -0983-757/259";".";"1";"32341";"1";"1";"0";"05009363";"EXPTE. N° 406/2011";"1";"2010";"-24.9461111";"-56.0278889";"2"
"08";".";"001";"302";"USF";"USF-SAN CRISTOBAL - ESTANDAR";"DRA. UBALDINA AREVALO";".";"N/T";".";"1";"15384";"0";"1";"0";"08001302";"          S. 1595/18      ";"9";"2010";"-26.6620833";"-57.1890556";"2"
"05";".";"001";"307";"PS";"P.S. AGUAPETY RUGUA";"DR. DENIS JUAN FIGUEREDO";"";"0971-413/388";"";"1";"14006";"0";"1";"0";"05001307";"          Re-activacion nro. de Expte. 363/2013      ";"1";"2000";"-25.5335556";"-56.4246111";"2"
"07";".";"025";"366";"USF";"USF- TARUMA - ITAPUA";"";"";"N/T";"";"1";"30926";"1";"1";"0";"07025366";"";"1";"2000";"-26.7180278";"-55.8301111";"2"
"09";".";"008";"318";"CS";"C.S. MBUYAPEY";"DR. DERLIS J. RAMIREZ R.";"";"021 3289439";"";"1";"20298";"0";"1";"0";"09008318";"          Expte. N° 77/2012      ";"2";"2012";"-26.2186389";"-56.7554444";"2"
"02";"NOR";"007";"540";"USF";"USF. BARRIAL - ESTÁNDAR";"LIC. OLGA SANCHEZ";"";"";"";"1";"21580";"0";"1";"0";"02007540";"          SIMESE N° 1689/2013      ";"12";"2013";"-23.7623880";"-56.6456140";"2"
"02";"NOR";"001";"304";"USFE";"USF. CORREA RUGUÁ - ESTANDAR";"HUMBERTO VAZQUEZ";"";"";"";"1";"19594";"0";"1";"0";"02001304";"                ";"9";"2010";"-23.9519167";"-57.0342500";"2"
"04";".";"001";"322";"USF";"USF- POTRERO BÁEZ - ESTANDAR";"";"";"54143111";"";"1";"32713";"623";"1";"0";"04001322";"          EXPTE. N° 299      ";"8";"2011";"-25.8276944";"-56.4781667";"2"
"05";".";"002";"322";"PS";"P.S. YACAREI";"TOMASA DURÉ";"";"0981 130603 ";"";"1";"8753";"0";"1";"0";"05002322";"                ";"1";"2000";"-25.3557500";"-56.0600000";"2"
"03";".";"018";"216";"USF";"USF. 6 DE ENERO - ESTÁNDAR ";"";"";"N/T";"";"1";"23167";"30";"1";"0";"03018216";"                ";"9";"2010";"-25.3009444";"-57.0641389";"2"
"01";".";"007";"206";"USFE";"USF. SAPUCAI - ESTÁNDAR";"";"";"";"";"1";"7227";"0";"1";"0";"01007206";"          SIMESE 54586/2015 - RECONVERSION
Expte. N° 559/2013 - crecion      ";"6";"2015";NULL;NULL;"2"
"05";".";"011";"331";"USF";"USF- ZAPATINI CUE";"DR. LUIS JARA DOMINGUEZ";"";"0984-809/826";"";"1";"12528";"0";"1";"0";"05011331";"SIMESE 54586/2015 - RECONVERSION
NOMBRE ANTERIOR:SAN ANTONIO-EX ZAPATTINI";"6";"2015";"-25.1165556";"-55.8110833";"2"
"18";".";"030";"322";"PS";"P.S. PERPETUO SOCORRO";"";"";"";"";"1";"5832";"1";"1";"0";"18030322";"          Expte. N° 288      ";"1";"2000";NULL;NULL;"2"
"06";".";"007";"340";"USF";"USF- SAN JUAN KM 16";"";"";"";"";"1";"12007";"0";"1";"0";"06007340";"Expte. N° 476/2013";"4";"2013";"-26.2257000";"-55.8590000";"2"
"04";".";"017";"361";"USF";"USF-SAN FRANCISCO - ESTANDAR";"";"";"971109882";"";"1";"30026";"0";"1";"0";"04017361";"                ";"1";"2000";"-25.6958333";"-55.7358333";"2"
"02";"NOR";"007";"362";"PS";"PS LA GERMANINA";"";"";"";"";"1";"7019";"0";"1";"0";"02007362";"          SIMESE Nº 74660/15 - HABILITACION      ";"7";"2015";NULL;NULL;"2"
"11";".";"004";"341";"PS";"P.S. TYPYCHATY COSTA";"";"";"LIC IRENE 0981 851864";"";"1";"677";"0";"1";"0";"11004341";"                ";"1";"2000";"-25.5145667";"-57.4506083";"2"
"18";".";"030";"309";"PS";"P.S. SAN VICENTE DE PAÚL";"TERESA FERNANDEZ";"";"204158";"";"1";"23555";"0";"1";"0";"18030309";"                ";"1";"2000";"-25.3040290";"-57.6275710";"2"
"01";".";"001";"325";"USF";"USF- CALERÍA ITÁ CUÁ";"";"";"N/T";"";"1";"19158";"0";"2";"0";"01001325";"                ";"1";"2000";"-22.4863890";"-57.8400000";"2"
"09";".";"012";"226";"CS";"SAN ROQUE GONZALEZ DE SANTA CRUZ";"DR. HECTOR GALIANO";"MCAL. FRANCISCO S. LÓPEZ Y 14 DE MAYO";"N/T";"";"1";"7350";"19";"1";"0";"09012226";"Expte. N° 77/2012";"2";"2012";"-25.8775833";"-57.2910833";"2"
"06";".";"011";"349";"USF";"USF- POTRERO YBATE I";"";"";"";"";"1";"12145";"0";"1";"0";"06011349";"SIMESE N°32790/2014";"9";"2014";NULL;NULL;"2"
"11";".";"001";"207";"USF";"USF- COSTA FLEITAS";"JORGE MARCELO GABETTA";"";NULL;"";"1";"20190";"2462";"1";"0";"11001207";"";"9";"2010";"-25.3350280";"-57.4225760";"2"
"02";"NOR";"003";"335";"PS";"CHOREMÍ  (NUCLEAR N° 3)";"MARIANO DURE";"";"0971-239116";NULL;"1";"7162";"0";"1";"0";"02003335";NULL;"1";"2000";"-24.1606000";"-56.6993000";"2"
"11";".";"015";"325";"USF";"USF- REMANSO";"SARA MONSERRATH RODRIGUEZ";"";NULL;"";"1";"27185";"1432";"1";"0";"18015325";"";"1";"2011";"-25.3947900";"-57.5863190";"2"
"05";".";"001";"311";"PS";"P.S. MOREIRA";"LIC. GLORIA VERA";"";"0981-318/286";"";"1";"3220";"0";"1";"0";"05001311";"                ";"1";"2000";"-25.4595833";"-56.4184167";"2"
"11";".";"015";"247";"USF";"USF- 29 DE SETIEMBRE I";"";"";NULL;"";"1";"30976";"1371";"1";"0";"11015247";"";"9";"2010";"-25.3469444";"-57.5852500";"2"
"02";"NOR";"010";"515";"PS";"PS 6 DE ENERO  PLANTA 2";"MARIA CRISTINA SALINAS";"";"0982-594928";"";"1";"8937";"0";"1";"0";"02010515";"                ";"1";"2000";"-23.4444444";"-56.7258333";"2"
"14";".";"011";"311";"PS";"NUEVA ALIANZA";"";"";"(0971)669110";"";"1";"3225";"0";"1";"0";"14011311";"SIMESE N° 5695/2014";"1";"2000";"-24.6322222";"-55.9107500";"2"
"12";".";"012";"322";"USF";"USF- SAN JUAN I";"";"";"N/T";"";"1";"23837";"1";"1";"0";"12012322";"s/listado de bioestadistica es san jaun bautista ñeembucu";"1";"2000";"-26.6686750";"-57.9066070";"2"
"15";".";"004";"301";"USF";"USF- CHACO-Í";"DIANA ROCIO RUIZ";"CHACO-I, B°CENTRAL";"0994488836";"rocoagero@jahoo.es";"1";"23609";"62";"1";"0";"15004301";"S. 108886/17          
EXPTE. N° 346/2011      ";"9";"2011";"-25.2509444";"-57.6396388";"2"
"14";".";"010";"309";"USF";"USF- NUEVA ESPERANZA 1";"";"";"N/T";"";"1";"33758";"7";"1";"0";"14010309";"SIMESE Nº 20094/2016. ";"1";"2000";"-24.5093611";"-54.8545556";"2"
"10";".";"003";"129";"USF";"USF-DOMINGO M. IRALA";"";"";"N/T";"";"1";"31499";"8";"1";"0";"10003129";"";"7";"2011";"-25.9131667";"-54.6296944";"2"
"05";".";"001";"310";"USF";"USF- BLAS GARAY";"DRA. MABEL MARIZA CUELLAR";"";"0971-717/289";"";"1";"35878";"5";"1";"0";"05001310";"EXPTE. NRO. 801/2013 - AGOSTO -
ANTERIORMENTE CONOCIDA COMO CALLE 2";"8";"2013";"-25.5322222";"-56.2646111";"2"
"08";".";"007";"352";"USF";"USF- SAN ISIDRO - ESTANDAR   ";"DR. RAMON SALINAS";"";"08558-285-226 / 0971- 348 -543";"";"1";"38834";"0";"1";"0";"08007352";"S.1595/18             
SIMESE N° 5423/14 -- EXPTE. N° 103/2012      ";"9";"2012";"-26.8917500";"-56.8546944";"2"
"14";".";"010";"323";"PS";"CERRO AZUL";"";"";"0983 542261 LIC ZULMA MARTINEZ";NULL;"1";"6502";"0";"1";"0";"14010323";NULL;"1";"2000";"-24.5819722";"-54.6743889";"2"
"01";".";"004";"342";"USFE";"USF. ZANJA CUE - ESTÁNDAR";"";"";"N/T";"";"1";"24309";"0";"1";"0";"01004342";"          SIMESE 54586/2015      ";"6";"2015";"-22.8383333";"-57.0552778";"2"
"01";".";"003";"534";"PS";"P.S. PIRITY SAN CARLOS";"";"";"N/T";"";"1";"2290";"0";"1";"0";"01003534";"                ";"1";"2000";"-22.6930556";"-57.0477778";"2"
"11";".";"002";"230";"USF";"USF- LOMA BARRERO";"LUZ GRACIELA SOSA VERA";"";NULL;"";"1";"32760";"989";"1";"0";"11002230";"";"9";"2010";"-25.3913730";"-57.4576940";"2"
"06";".";"010";"309";"USF";"USF- MALVINAS";"";"";"";"";"1";"6854";"0";"1";"0";"06010309";"";"9";"2010";"-26.4090910";"-55.9368900";"2"
"08";".";"001";"329";"USF";"USF- SAN JOSE/ SAN MIGUEL - ESTANDAR";"";"";"021 - 7218998";"";"1";"36423";"0";"1";"0";"08001329";"          S.1595/18          
EXPTE. N° 103/2012      ";"9";"2012";"-26.6608889";"-57.1412222";"2"
"06";".";"008";"301";"USF";"USF- TAVAI URBANO I";"";"";"N/T";"";"1";"27024";"0";"1";"0";"06008301";"          s/APS, se llama TAVAI - URBANO I      ";"1";"2000";"-26.1782222";"-55.4951111";"2"
"05";".";"013";"305";"PS";"R.I.3 CORRALES";"AUX. CLAUDIA LUGO";"";"0983-399/824";"";"1";"8718";"0";"1";"0";"05013305";"Expte. 165/2012. Vuelve a cambiar el nombre de Capillita a R.I. 3 Corrales";"5";"2012";"-25.3985350";"-56.2828400";"2"
"14";".";"012";"324";"PS";"11 DE SETIEMBRE";"";"";"";"";"1";"5672";"0";"1";"0";"14012324";"SIMESE N° 5695/2014";"3";"2014";NULL;NULL;"2"
"18";".";"030";"323";"CS";"CENTRO DE ATENCIÓN A LA JUVENTUD";"";"";"612220";NULL;"1";"8954";"1";"1";"0";"18030323";NULL;"1";"2000";"-25.2884640";"-57.5790820";"2"
"11";".";"014";"394";"USF";"USF- 15 DE ENERO";"GABRIELA ELIZABETH GONZALEZ G.";"";NULL;"";"1";"18195";"2";"1";"0";"11014394";"SIMESE 29769/2014";"9";"2014";"-25.3573670";"-57.5645180";"2"
"05";".";"002";"315";"PS";"P.S. CANTERA BOCA";"LIC. OBST.NIDIA ALMADA";"";"0981-305/781";"";"1";"5213";"0";"1";"0";"05002315";"          Expte. N° 406/2011, anteriormente llamado CANTERO BOCA      ";"1";"2000";"-25.5223889";"-56.1161667";"2"
"03";".";"003";"305";"PS";"P.S. URUNDEY";"";"";"N/T";"";"1";"13077";"86";"1";"0";"03003305";"          Expte. N° 359/2011      ";"9";"2011";"-25.0848611";"-57.0422500";"2"
"17";".";"001";"101";"HR";"H.R.- FUERTE OLIMPO";"DR. RENE GALLAGHER VALINOTTI";"";"0497181007";"gallaghervalinotti@gmail.com";"1";"40689";"3";"1";"2";"17001101";"SIMESE 71217/16";"1";"2000";"-21.0383670";"-57.8696300";"2"
"10";".";"011";"365";"USF";"USF- JARDÍN DEL ORIENTE";"";"";"";"";"1";"26971";"8";"1";"0";"10011365";"          SIMESE 4378/2014, ANTERIORMENTE ESTA EN C.D.E. CON EL NOMBRE BO. OBRERO      ";"2";"2014";NULL;NULL;"2"
"02";"SUR";"012";"310";"USF";"USF. POTRERO YBATE - ESTÁNDAR ";"";"";"";"";"1";"34040";"0";"1";"0";"02012310";"          SIMESE N° 22541/2015      ";"4";"2015";NULL;NULL;"2"
"18";".";"030";"320";"PS";"P.S. SAN PEDRO  (BARRIO HERRERA)";"";"";"676555";"";"1";"17936";"0";"1";"0";"18030320";"                ";"1";"2000";"-25.2943900";"-57.5585031";"2"
"04";".";"003";"210";"CS";"C.S. MAURICIO JOSÉ TROCHE";"";"VILLARRICA E/ VIRGILIO RAMON LEGAL";"";"";"1";"83332";"1515";"1";"537";"04003210";"                ";"3";"2011";"-25.6170900";"-56.2772223";"2"
"09";".";"005";"292";"USF";"USF- FRANCO ISLA";"";"";"N/T";"";"1";"22916";"64";"1";"0";"09005292";"Expte. N° 77/2012";"2";"2012";"-25.8000000";"-57.3674722";"2"
"16";".";"002";"324";"PS";"P.S. VIRGEN DEL ROSARIO";"";".";"LIC LUZ SOSA (0973) 672875";".";"1";"2497";"0";"1";"0";"16002324";"                ";"1";"2009";"-22.1833333";"-60.1922222";"2"
"14";".";"001";"378";"USF";"USF. CAFETAL GUARANI KM 5";"";"";"";"";"1";"23931";"0";"1";"0";"14001378";"          Expte. N° 378/2013      ";"4";"2013";NULL;NULL;"2"
"02";"SUR";"016";"313";"USF";"USF. BO. SAN PEDRO - ESTÁNDAR ";"";"";"0982-654332";"";"1";"48090";"1";"1";"0";"02016313";"                ";"1";"2000";"-24.3174167";"-56.4771944";"2"
"01";".";"007";"535";"USFE";"USF. INDIGENA SAN FRANCISCO- ESTÁNDAR";"";"";"";"";"1";"41225";"0";"1";"0";"01007535";"          SIMESE N° 3297, ANTERIORMENTE FIGURABA EN CONCEPCION CON EL NOMBRE DE USF- INDIGENA 2 - SAN FRANCISCO      ";"1";"2014";NULL;NULL;"2"
"01";".";"010";"362";"PS";"P.S. ISLA TUYU";"";"";"";"";"1";"7412";"0";"1";"0";"01010362";"                ";"5";"2015";NULL;NULL;"2"
"06";".";"002";"214";"CS";"C.S. AVAI";"LAURA RIQUELME";"";"0544 275014";"";"1";"21325";"14";"1";"0";"06002214";"                ";"1";"2000";"-26.0452500";"-55.9470556";"2"
"10";".";"022";"343";"USF";"USF. RAUL PEÑA";"";"";"";"";"1";"35136";"0";"1";"0";"10014355";"          SIMESE N° 638/14      ";"1";"2014";NULL;NULL;"2"
"09";".";"012";"366";"USF";"USF- CERRITO";"";"";"N/T";"";"1";"7865";"0";"1";"0";"09012366";"Expte. N° 476/2013";"4";"2013";"-25.9721944";"-57.2390833";"2"
"03";".";"003";"215";"USF";"USF. CURUPAYTY - ESTÁNDAR ";"";"";"N/T";"";"1";"17235";"0";"1";"0";"03003215";"          Expte. N° 359/2011.
Expte. N° 24/2012, se modifica a estado ACTIVO      ";"9";"2010";"-25.0884444";"-57.1341667";"2"
"01";".";"009";"313";"USFE";"USF. COL. JOSE F. LOPEZ - ESTANDAR";"";"";"";"";"1";"4110";"0";"1";"0";"01009313";"          SIMESE 54586/2015   , COLONIA SARGENTO JOSE FELIX LOPEZ CREADO POR ELY Nº 4418 AÑO 2011.";"5";"2015";NULL;NULL;"2"
"10";".";"022";"355";"PS";"P.S. JERUSALÉN II";"";"";"";"";"1";"15334";"171";"1";"0";"10022355";"          SIMESE N° 638/2014      ";"1";"2014";NULL;NULL;"2"
"04";".";"007";"345";"USF";"USF- POTRERO DEL CARMEN - ESTANDAR";"";"";"";"";"1";"31189";"22";"1";"0";"04007345";"                ";"1";"2000";NULL;NULL;"2"
"04";".";"001";"337";"USF";"USF-PALACIO DE JUSTICIA - ESTANDAR";"";"";"(0983)182568";"";"1";"34499";"101";"1";"0";"04001337";"          EXPTE. N° 300      ";"8";"2011";"-25.7828611";"-56.4422778";"2"
"08";".";"003";"305";"USF";"USF-SANTA RITA - ESTANDAR";"DR. CESAR MARTINEZ";"";"0782 - 232 - 484";"";"1";"18061";"0";"1";"0";"08003305";"          S.1595/18      ";"1";"2000";"-27.1071389";"-57.0231111";"2"
"02";"NOR";"003";"323";"USF";"USF. COCUERÁ - ESTANDAR";"ESTEBAN GIMENEZ";"";"";"";"1";"29869";"0";"1";"0";"02003323";"          SE ELIMINA EL NOMBRE DE COLONIA, S/28-06-11      ";"1";"2000";"-24.1689167";"-56.7243889";"2"
"07";".";"025";"213";"USF";"USF- MBATOVI";"";"";"N/T";"";"1";"39290";"0";"1";"0";"07025213";"";"9";"2010";"-26.6167500";"-55.7363333";"2"
"05";".";"010";"324";"PS";"P.S. COLONIAS UNIDAS";"LIC. ENF. ELSI NOELIA LÒPEZ DE OJEDA";"";"0982-965/356";"";"1";"14933";"0";"1";"0";"05010324";"                ";"1";"2000";"-25.5549722";"-56.7971111";"2"
"05";".";"011";"333";"USF";"USF- MCAL. FRANCISCO S. LOPEZ";"DR. VICTOR BENÍTEZ";"";"0986-136/717";"";"1";"54537";"0";"1";"0";"05011333";"";"1";"2000";"-24.8587222";"-55.8349167";"2"
"10";".";"016";"124";"USF";"USF-MINGA PORA";"";"";"0983264944 / 0973692070";"";"1";"46209";"0";"1";"0";"10016124";"";"7";"2011";"-24.8777778";"-54.9331389";"2"
"06";".";"002";"364";"USF";"USF- TARUMA";"IVAN FRANCO";"A";"N/T";"";"1";"20274";"6";"1";"0";"06002364";"";"1";"2000";"-25.9180833";"-55.8087500";"2"
"04";".";"003";"364";"USF";"USF- ITACURUBÍ - ESTANDAR";"";"";"0981-416106";"";"1";"42257";"9";"1";"0";"04003364";"          EXPTE. N° 299      ";"8";"2011";"-25.5880556";"-56.2635556";"2"
"12";".";"001";"362";"USF";"USF- JUAN PABLO II";"DRA DIANA MONTERO";".";"";".";"1";"46128";"0";"1";"0";"12001362";"";"1";"2009";"-26.8410350";"-58.3032950";"2"
"18";".";"030";"300";"USFE";"USF- SANTA LUCIA - ESTANDAR";"HONORINA B. MONTIEL";"";"N/T";"";"1";"19134";"0";"1";"0";"18030300";"                ";"9";"2010";"-25.2792222";"-57.5896389";"2"
"16";".";"002";"337";"USF";"USF- PIRIZAL";"DR. RODRIGO MENDOZA";"PIRIZAL CENTRO, FRENTE A COVE PIRIZAL";"0981-922190";"usfpirizal16@gmail.com";"1";"10261";"0";"1";"0";"16002337";"S. 108886/17      ";"9";"2010";"-22.9652777";"-60.6408333";"2"
"08";".";"006";"335";"USF";"USF- ITACURUBÍ SATELITE";"DR. HECTOR GILL";"";"0781 - 283 - 275";"";"1";"7000";"0";"1";"0";"08006335";"                S.01595/18";"1";"2018";"-26.7414722";"-56.9278889";"2"
"10";".";"005";"377";"USF";"USF. PASO ITA";"";"";"0981-307802";"";"1";"24392";"246";"1";"3";"10005377";"          EXPTE. N° 363/2011      ";"10";"2011";"-25.3800000";"-54.7200000";"2"
"12";".";"012";"301";"PS";"P.S. CAMBA CUA";"";"";"N/T";"";"1";"4388";"0";"1";"0";"12012301";"                ";"1";"2000";"-26.6605140";"-58.0164070";"2"
"11";".";"009";"358";"USF";"USF- ISLA BOGADO";"JORGE FABIAN MELGAREJO GARCETE";"";NULL;"";"1";"5929";"82";"1";"0";"11009358";"";"1";"2000";"-25.3051570";"-57.4988150";"2"
"14";".";"012";"314";"USF";"USF- YBYRAROBANA PUEBLO";"";"";"";"";"1";"12054";"0";"1";"0";"14012314";"          SIMESE 54586/2015- RECONVERSION, Y CAMBIO DE NOMBRE PUEBLO X CENTRO
SIMESE N° 5695/2014      ";"6";"2015";NULL;NULL;"2"
"13";".";"001";"308";"USF";"USF- FORTUNA GUAZÚ";"DRA. DINA E. GUERRERO B.";"";"0971 813 060";"";"1";"31698";"3";"1";"0";"13001308";"";"1";"2000";"-22.7004167";"-55.7413333";"2"
"14";".";"010";"355";"PS";"KM 13 COLONIA MARANGATU";"";"";"(0985) 531823 GLORIA GARCIA";NULL;"1";"6207";"0";"1";"0";"14010355";NULL;"1";"2000";"-24.6457222";"-54.4232778";"2"
"11";".";"009";"252";"USF";"USF- LA UNION";"LILIANA CONCEPCION CAÑIZA C.";"";NULL;"";"1";"10307";"1";"1";"1";"11009252";"EXPTE. N° 107/2012";"9";"2012";"-25.3013360";"-57.5112820";"2"
"05";".";"007";"350";"USF";"USF- IRRAZABAL (2DA LÍNEA)";"LIC. ANA MARIEL CÉSPEDES";"";"0981-415/847";"";"1";"23582";"0";"1";"0";"05007350";"EXPTE. N° 406/2011";"10";"2011";"-25.5385833";"-55.8932500";"2"
"11";".";"002";"255";"USF";"USF- NIÑO SALVADOR DEL MUNDO KM21 RUTA 1";"";"";"";"";"1";"13943";"2929";"1";"0";"11002255";"S. 100670/2017";"8";"2017";NULL;NULL;"2"
"03";".";"016";"355";"USF";"USF.  PIRAYUI - ESTÁNDAR ";"";"";"51223232931";"";"1";"23880";"167";"1";"0";"03016355";"          Expte. N° 359/2011      ";"10";"2011";"-25.3408056";"-57.2372222";"2"
"14";".";"003";"374";"USF";"USF- TAVA YOPOI";"";"";"0991587873 DR DOMINGO";"";"1";"22748";"1";"1";"0";"14003374";"Expte. N° 388/2011";"10";"2011";"-24.3779444";"-55.8998611";"2"
"04";".";"017";"354";"USF";"USF-MANGRULLO - ESTANDAR";"";"";"";"";"1";"19004";"0";"1";"0";"04017354";"          EXPTE. N° 354/13      ";"4";"2013";NULL;NULL;"2"
"11";".";"003";"234";"USF";"USF- ITA KAAGUY SUR";"CASILDA T. GONZALEZ PAIVA";"";NULL;"";"1";"13881";"2901";"1";"0";"11003234";"";"9";"2010";"-25.3523890";"-57.5533250";"2"
"06";".";"010";"327";"USF";"USF- GUAZUCAI";"";"";"N/T";"";"1";"11896";"0";"1";"0";"06010327";"EXPTE. N° 107/2012";"9";"2012";"-26.5767778";"-56.2066667";"2"
"11";".";"014";"537";"USF";"USF- MARQUETALIA";"EUSEBIO LOPEZ";"";NULL;"";"1";"29090";"1";"1";"0";"11014537";"";"1";"2000";"-25.3561111";"-57.5245556";"2"
"02";"SUR";"016";"542";"USF";"USF. TORO PIRÚ - ESTÁNDAR ";"";"";"";"";"1";"22298";"0";"1";"0";"02016542";"                ";"1";"2000";NULL;NULL;"2"
"07";".";"022";"315";"USF";"USF- TRINIDAD";"";"";"N/T";"";"1";"85844";"0";"1";"0";"07022315";"";"9";"2010";"-27.1285278";"-55.7029167";"2"
"02";"NOR";"010";"545";"PS";"PS CASTILLO CUE";"ELIODORA CARMONA";"";"";"";"1";"6079";"0";"1";"0";"02010545";"                ";"1";"2000";"-23.7624090";"-56.7110820";"2"
"07";".";"009";"307";"USF";"USF- CARLOS A. LÓPEZ";"";"";"N/T";"";"1";"70211";"0";"1";"0";"07009307";"";"1";"2000";"-26.4011111";"-54.7548333";"2"
"12";".";"012";"359";"USF";"USF- SAN JUAN II";"MILCIADES TORALES";"";"N/T";"";"1";"21386";"0";"1";"0";"12012359";"";"9";"2010";"-26.6684690";"-57.9064980";"2"
"05";".";"021";"376";"USF";"USF- SAN JORGE";"";".";"0975 414487 LIC LUZ MARIA BRIT";".";"1";"32242";"552";"1";"0";"05021376";"Expte. N° 406/2011";"11";"2011";"-25.3039722";"-55.4208333";"2"
"09";".";"015";"362";"USF";"USF- PEGUAHO POTRERO";"";"";"N/T";"";"1";"28213";"0";"1";"0";"09015362";"Expte. N° 77/2012";"2";"2012";"-25.5898333";"-57.2402500";"2"
"18";".";"030";"319";"CS";"C.S. CIUDAD NUEVA - SAN VICENTE DE PAUL";"DR JUAN ANTONIO PACHER MOREL";"";"307308";"";"1";"57892";"0";"1";"0";"18030319";"                ";"1";"2000";"-25.2641181";"-57.6246239";"2"
"11";".";"002";"218";"USF";"USF- CICOMAR";"SIGFREDO TORRES MORALES";"";NULL;"";"1";"29261";"5";"1";"0";"11002218";"";"9";"2010";"-25.4107110";"-57.4762810";"2"
"01";".";"003";"569";"USFE";"USF. TOTORA - ESTÁNDAR";"";"";"";"";"1";"21466";"0";"1";"0";"01003569";"                ";"1";"2010";"-23.2120833";"-56.9189444";"2"
"11";".";"008";"350";"USF";"USF- VILLA MADRID";"BERNARDA GONZALEZ MARTINEZ";"";NULL;"";"1";"40204";"5855";"1";"0";"11008350";"";"1";"2000";"-25.1501944";"-57.4594722";"2"
"11";".";"009";"226";"CS";"C.S. ZARATE ISLA";"";"";"N/T";"";"1";"6696";"0";"1";"1";"11009226";"                ";"1";"2000";"-25.2371944";"-57.5100556";"2"
"01";".";"006";"309";"USFE";"USF. SAN LÁZARO - ESTÁNDAR";"";"";"";"";"1";"9667";"0";"1";"0";"01006309";"                ";"1";"2010";"-22.1055076";"-57.9639175";"2"
"14";".";"012";"386";"PS";"YHOVY";"";"";"";"";"1";"18198";"0";"1";"0";"14012386";"SIMESE N° 5695/2014";"3";"2014";NULL;NULL;"2"
"07";".";"028";"333";"USF";"USF- SAN JUAN DEL PARANA";"";"";"N/T";"";"1";"73720";"0";"1";"0";"07028333";"";"1";"2000";"-27.3055278";"-55.9666944";"2"
